TaxonConceptID;AcceptedName;Basionym;Parent;Level;ViewID
225;225;;54862;species;1
226;226;;54862;species;1
227;227;;54862;species;1
228;228;;54862;species;1
229;229;;54863;species;1
230;230;;54863;species;1
231;231;;54864;species;1
233;233;;54866;species;1
234;234;;54867;species;1
235;235;;54868;species;1
236;236;;54868;species;1
237;237;;54868;species;1
238;238;;54868;species;1
239;239;;54868;species;1
240;240;;54869;species;1
241;241;;54869;species;1
242;242;;54870;species;1
243;243;;54870;species;1
244;244;;54871;species;1
245;245;;54871;species;1
246;246;;54872;species;1
247;247;;54873;species;1
248;248;;54874;species;1
249;249;;54874;species;1
250;250;;54875;species;1
251;251;;54875;species;1
252;252;;54875;species;1
253;253;;54875;species;1
254;254;;54875;species;1
255;255;;54875;species;1
256;256;;54875;species;1
257;257;;54875;species;1
258;258;;54875;species;1
259;259;;54875;species;1
260;260;;54876;species;1
261;261;;54877;species;1
262;262;;55706;species;1
263;263;;54878;species;1
264;264;;54879;species;1
265;265;;54879;species;1
266;266;;54879;species;1
267;267;;54880;species;1
268;268;;54880;species;1
269;269;;55707;species;1
270;270;;54881;species;1
271;271;;54881;species;1
272;272;;54881;species;1
273;273;;51368;variety;1
274;274;;54881;species;1
275;275;;54881;species;1
276;276;;54882;species;1
277;277;;54883;species;1
278;278;;54884;species;1
279;279;;54884;species;1
280;280;;54884;species;1
281;281;;54885;species;1
282;282;;54886;species;1
283;283;;54887;species;1
284;284;;54888;species;1
285;285;;54889;species;1
286;286;;54889;species;1
287;287;;54890;species;1
288;288;;54890;species;1
289;289;;54891;species;1
290;290;;54892;species;1
291;291;;54893;species;1
292;292;;54894;species;1
293;293;;54895;species;1
295;295;;54896;species;1
296;296;;54897;species;1
297;297;;54898;species;1
298;298;;54899;species;1
299;299;;54900;species;1
300;300;;54900;species;1
302;302;;55708;species;1
303;303;;54901;species;1
304;304;;54901;species;1
305;305;;54901;species;1
306;306;;54901;species;1
307;307;;54901;species;1
308;308;;55709;species;1
309;309;;54902;species;1
310;310;;54903;species;1
311;311;;54904;species;1
312;312;;54905;species;1
313;313;;54905;species;1
314;314;;54905;species;1
315;315;;54905;species;1
316;316;;55710;species;1
317;317;;54906;species;1
318;318;;54907;species;1
319;319;;54908;species;1
320;320;;54909;species;1
321;321;;54910;species;1
322;322;;54911;species;1
323;323;;54912;species;1
324;324;;54912;species;1
325;325;;54912;species;1
326;326;;54912;species;1
327;327;;54913;species;1
328;328;;54913;species;1
329;329;;54913;species;1
330;330;;54913;species;1
331;331;;54913;species;1
332;332;;54913;species;1
333;333;;54913;species;1
334;334;;54913;species;1
335;335;;54913;species;1
336;336;;54913;species;1
337;337;;54914;species;1
338;338;;54915;species;1
339;339;;54916;species;1
340;340;;54916;species;1
341;341;;54917;species;1
342;342;;54917;species;1
343;343;;54918;species;1
344;344;;54918;species;1
346;346;;54919;species;1
347;347;;54919;species;1
349;349;;54919;species;1
350;350;;54919;species;1
352;352;;54920;species;1
353;353;;54921;species;1
354;354;;54922;species;1
355;355;;54923;species;1
356;356;;54924;species;1
357;357;;54925;species;1
358;358;;54926;species;1
359;359;;54926;species;1
361;361;;54928;species;1
362;362;;54928;species;1
363;363;;362;subspecies;1
364;364;;54928;species;1
365;365;;54928;species;1
366;366;;54928;species;1
367;367;;54928;species;1
368;368;;54929;species;1
369;369;;55711;species;1
370;370;;54930;species;1
371;371;;54931;species;1
372;372;;54932;species;1
373;373;;54933;species;1
374;374;;54933;species;1
375;375;;54934;species;1
376;376;;54935;species;1
377;377;;55712;species;1
378;378;;54936;species;1
379;379;;54937;species;1
380;380;;54938;species;1
381;381;;54939;species;1
382;382;;54940;species;1
383;383;;54941;species;1
384;384;;54941;species;1
385;385;;54942;species;1
386;386;;54943;species;1
387;387;;54944;species;1
388;388;;54945;species;1
389;389;;54946;species;1
390;390;;54947;species;1
391;391;;54948;species;1
392;392;;54948;species;1
393;393;;54949;species;1
394;394;;54950;species;1
395;395;;54951;species;1
396;396;;54952;species;1
397;397;;54953;species;1
398;398;;54954;species;1
399;399;;54955;species;1
400;400;;54955;species;1
401;401;;54955;species;1
402;402;;54956;species;1
403;403;;54956;species;1
404;404;;54957;species;1
405;405;;54958;species;1
406;406;;54958;species;1
407;407;;54959;species;1
408;408;;54959;species;1
409;409;;54959;species;1
410;410;;54960;species;1
411;411;;54961;species;1
412;412;;54961;species;1
413;413;;54961;species;1
414;414;;54961;species;1
415;415;;54961;species;1
416;416;;54961;species;1
417;417;;54961;species;1
418;418;;54961;species;1
419;419;;54962;species;1
420;420;;54962;species;1
421;421;;54962;species;1
422;422;;54962;species;1
423;423;;54963;species;1
424;424;;54963;species;1
425;425;;54964;species;1
427;427;;54964;species;1
428;428;;54965;species;1
429;429;;54966;species;1
430;430;;54967;species;1
431;431;;54967;species;1
432;432;;54967;species;1
433;433;;54967;species;1
434;434;;54968;species;1
435;435;;54969;species;1
436;436;;54970;species;1
437;437;;51996;subspecies;1
439;439;;54972;species;1
440;440;;54973;species;1
441;441;;54973;species;1
442;442;;54974;species;1
443;443;;54975;species;1
444;444;;54975;species;1
445;445;;54975;species;1
446;446;;54976;species;1
447;447;;54977;species;1
448;448;;54978;species;1
449;449;;54979;species;1
450;450;;54980;species;1
451;451;;54981;species;1
452;452;;54982;species;1
453;453;;54983;species;1
454;454;;54984;species;1
455;455;;54984;species;1
456;456;;54985;species;1
457;457;;54986;species;1
458;458;;54986;species;1
459;459;;54986;species;1
460;460;;54987;species;1
461;461;;54988;species;1
462;462;;55713;species;1
463;463;;54989;species;1
464;464;;54990;species;1
465;465;;55714;species;1
466;466;;54991;species;1
467;467;;54991;species;1
468;468;;54992;species;1
470;470;;54994;species;1
471;471;;54994;species;1
472;472;;54995;species;1
473;473;;54996;species;1
474;474;;54997;species;1
475;475;;54997;species;1
476;476;;54997;species;1
477;477;;54997;species;1
478;478;;54998;species;1
479;479;;54998;species;1
480;480;;54999;species;1
481;481;;55000;species;1
482;482;;55000;species;1
483;483;;55001;species;1
484;484;;55001;species;1
485;485;;55001;species;1
486;486;;55002;species;1
487;487;;55003;species;1
488;488;;55004;species;1
489;489;;55005;species;1
490;490;;55006;species;1
491;491;;55006;species;1
492;492;;55007;species;1
493;493;;55008;species;1
494;494;;55008;species;1
495;495;;55715;species;1
496;496;;55009;species;1
497;497;;55010;species;1
498;498;;55010;species;1
499;499;;55011;species;1
500;500;;55011;species;1
501;501;;55011;species;1
502;502;;55011;species;1
503;503;;55012;species;1
504;504;;55012;species;1
505;505;;55012;species;1
506;506;;55012;species;1
507;507;;55012;species;1
508;508;;55013;species;1
509;509;;55014;species;1
510;510;;55015;species;1
511;511;;55015;species;1
512;512;;55015;species;1
513;513;;55015;species;1
514;514;;55015;species;1
515;515;;55016;species;1
516;516;;55016;species;1
517;517;;55016;species;1
518;518;;55017;species;1
519;519;;55017;species;1
520;520;;55017;species;1
521;521;;55018;species;1
522;522;;55018;species;1
523;523;;55018;species;1
524;524;;55018;species;1
525;525;;55019;species;1
526;526;;55019;species;1
527;527;;55019;species;1
528;528;;55019;species;1
529;529;;55019;species;1
530;530;;55020;species;1
531;531;;55021;species;1
532;532;;55022;species;1
533;533;;55022;species;1
534;534;;55022;species;1
535;535;;55022;species;1
536;536;;55022;species;1
537;537;;55023;species;1
538;538;;55023;species;1
539;539;;55716;species;1
540;540;;55024;species;1
541;541;;55024;species;1
542;542;;55025;species;1
543;543;;55026;species;1
544;544;;55027;species;1
545;545;;55027;species;1
546;546;;55027;species;1
547;547;;55028;species;1
548;548;;55029;species;1
549;549;;55030;species;1
550;550;;55031;species;1
551;551;;55032;species;1
552;552;;55032;species;1
553;553;;55033;species;1
554;554;;55034;species;1
555;555;;55034;species;1
556;556;;55035;species;1
557;557;;55036;species;1
558;558;;55037;species;1
559;559;;55037;species;1
560;560;;55037;species;1
561;561;;55037;species;1
562;562;;55037;species;1
563;563;;55037;species;1
564;564;;55037;species;1
565;565;;55037;species;1
566;566;;55037;species;1
567;567;;55717;species;1
568;568;;55038;species;1
569;569;;55038;species;1
570;570;;55038;species;1
571;571;;55039;species;1
572;572;;55040;species;1
573;573;;55040;species;1
574;574;;55041;species;1
575;575;;55041;species;1
576;576;;55041;species;1
577;577;;55041;species;1
578;578;;55042;species;1
579;579;;55042;species;1
580;580;;55043;species;1
581;581;;55043;species;1
583;583;;55044;species;1
584;584;;55044;species;1
585;585;;55044;species;1
586;586;;55044;species;1
587;587;;55044;species;1
588;588;;55044;species;1
589;589;;55044;species;1
590;590;;55044;species;1
591;591;;55044;species;1
592;592;;55044;species;1
593;593;;55045;species;1
594;594;;55046;species;1
595;595;;55047;species;1
596;596;;55047;species;1
597;597;;55047;species;1
598;598;;55047;species;1
599;599;;55047;species;1
600;600;;55048;species;1
601;601;;55049;species;1
602;602;;55050;species;1
603;603;;55051;species;1
50065;50065;;54928;species;1
50066;50066;;54928;species;1
50067;50067;;54991;species;1
50068;50068;;54885;species;1
50069;50069;;55052;species;1
50070;50070;;55053;species;1
50071;50071;;55054;species;1
50072;50072;;307;subspecies;1
50073;50073;;54853;species;1
50074;50074;;55055;species;1
50075;50075;;55056;species;1
50076;50076;;54928;species;1
50077;50077;;54786;species;1
50078;50078;;54786;species;1
50079;50079;;55057;species;1
50080;50080;;55057;species;1
50081;50081;;54973;species;1
50082;50082;;55058;species;1
50083;50083;;54971;species;1
50084;50084;;55718;species;1
50085;50085;;55059;species;1
50086;50086;;55719;species;1
50087;50087;;54795;species;1
50088;50088;;54773;species;1
50089;50089;;54885;species;1
50090;50090;;55060;species;1
50091;50091;;54955;species;1
50092;50092;;54853;species;1
50093;50093;;55720;species;1
50094;50094;;54876;species;1
50095;50095;;55022;species;1
50096;50096;;54770;species;1
50097;50097;;54901;species;1
50098;50098;;54838;species;1
50099;50099;;54912;species;1
50100;50100;;55721;species;1
50101;50101;;54862;species;1
50102;50102;;55022;species;1
50103;50103;;54847;species;1
50105;50105;;55040;species;1
50106;50106;;54928;species;1
50107;50107;;55061;species;1
50109;50109;;55062;species;1
50110;50110;;54956;species;1
50111;50111;;55063;species;1
50112;50112;;55064;species;1
50113;50113;;52378;variety;1
50114;50114;;55018;species;1
50115;50115;;54908;species;1
50116;50116;;54853;species;1
50117;50117;;54853;species;1
50118;50118;;55065;species;1
50119;50119;;55066;species;1
50120;50120;;55722;species;1
50121;50121;;54962;species;1
50122;50122;;54954;species;1
50123;50123;;54801;species;1
50124;50124;;54840;species;1
50125;50125;;54835;species;1
50126;50126;;54771;species;1
50127;50127;;55067;species;1
50128;50128;;55011;species;1
50129;50129;;55068;species;1
50132;50132;;55068;species;1
50134;50134;;54755;species;1
50135;50135;;55069;species;1
50137;50137;;54852;species;1
50138;50138;;54927;species;1
50140;50140;;54981;species;1
50141;50141;;55008;species;1
50142;50142;;54919;species;1
50143;50143;;55720;species;1
50144;50144;;54912;species;1
50145;50145;;54757;species;1
50146;50146;;54961;species;1
50147;50147;;55018;species;1
50148;50148;;379;subspecies;1
50149;50149;;50076;subspecies;1
50150;50150;;189;subspecies;1
50151;50151;;54853;species;1
50152;50152;;55070;species;1
50153;50153;;54892;species;1
50154;50154;;55071;species;1
50155;50155;;55072;species;1
50156;50156;;55073;species;1
50157;50157;;55074;species;1
50160;50160;;55000;species;1
50161;50161;;55723;species;1
50162;50162;;55076;species;1
50163;50163;;55077;species;1
50164;50164;;55724;species;1
50165;50165;;55078;species;1
50166;50166;;55079;species;1
50167;50167;;54829;species;1
50169;50169;;55080;species;1
50170;50170;;55081;species;1
50171;50171;;55082;species;1
50172;50172;;55082;species;1
50173;50173;;55082;species;1
50174;50174;;55083;species;1
50175;50175;;55084;species;1
50176;50176;;55725;species;1
50177;50177;;55085;species;1
50178;50178;;55086;species;1
50179;50179;;55015;species;1
50180;50180;;55087;species;1
50181;50181;;55088;species;1
50182;50182;;55089;species;1
50183;50183;;55090;species;1
50184;50184;;55726;species;1
50185;50185;;55091;species;1
50186;50186;;55092;species;1
50187;50187;;55093;species;1
50188;50188;;55094;species;1
50189;50189;;55727;species;1
50190;50190;;55095;species;1
50191;50191;;54818;species;1
50192;50192;;54818;species;1
50193;50193;;55096;species;1
50195;50195;;55097;species;1
50196;50196;;55098;species;1
50197;50197;;55099;species;1
50198;50198;;54818;species;1
50199;50199;;55100;species;1
50200;50200;;55101;species;1
50201;50201;;55102;species;1
50202;50202;;55103;species;1
50203;50203;;55104;species;1
50204;50204;;55105;species;1
50205;50205;;55106;species;1
50206;50206;;55107;species;1
50207;50207;;54854;species;1
50208;50208;;55108;species;1
50209;50209;;55000;species;1
50210;50210;;55109;species;1
50211;50211;;55110;species;1
50212;50212;;55111;species;1
50213;50213;;55112;species;1
50214;50214;;55113;species;1
50215;50215;;55114;species;1
50216;50216;;55115;species;1
50218;50218;;55116;species;1
50219;50219;;54781;species;1
50220;50220;;55097;species;1
50221;50221;;54853;species;1
50223;50223;;54961;species;1
50224;50224;;55015;species;1
50226;50226;;55728;species;1
50227;50227;;55089;species;1
50228;50228;;55714;species;1
50229;50229;;55015;species;1
50230;50230;;55117;species;1
50233;50233;;55119;species;1
50234;50234;;55120;species;1
50235;50235;;52041;subspecies;1
50236;50236;;54807;species;1
50237;50237;;55121;species;1
50238;50238;;55704;species;1
50239;50239;;55122;species;1
50240;50240;;55123;species;1
50241;50241;;55729;species;1
50242;50242;;54917;species;1
50243;50243;;55124;species;1
50244;50244;;55118;species;1
50245;50245;;55125;species;1
50246;50246;;55126;species;1
50248;50248;;55127;species;1
50249;50249;;54850;species;1
50250;50250;;55128;species;1
50251;50251;;55129;species;1
50253;50253;;55117;species;1
50254;50254;;55130;species;1
50256;50256;;55131;species;1
50257;50257;;55132;species;1
50258;50258;;55730;species;1
50261;50261;;55133;species;1
50262;50262;;55134;species;1
50264;50264;;55135;species;1
50265;50265;;54781;species;1
50266;50266;;55136;species;1
50267;50267;;55137;species;1
50269;50269;;55138;species;1
50270;50270;;55139;species;1
50271;50271;;55093;species;1
50272;50272;;55140;species;1
50273;50273;;55732;species;1
50274;50274;;55141;species;1
50275;50275;;54982;species;1
50276;50276;;55126;species;1
50278;50278;;55097;species;1
50279;50279;;54827;species;1
50280;50280;;55142;species;1
50281;50281;;55008;species;1
50282;50282;;55097;species;1
50283;50283;;55097;species;1
50284;50284;;54854;species;1
50285;50285;;55105;species;1
50286;50286;;55143;species;1
50287;50287;;55144;species;1
50288;50288;;55145;species;1
50289;50289;;55097;species;1
50290;50290;;55146;species;1
50291;50291;;55147;species;1
50292;50292;;55148;species;1
50293;50293;;55149;species;1
50294;50294;;55150;species;1
50295;50295;;55151;species;1
50296;50296;;55152;species;1
50298;50298;;55153;species;1
50299;50299;;54881;species;1
50300;50300;;55154;species;1
50301;50301;;55155;species;1
50302;50302;;55083;species;1
50303;50303;;55156;species;1
50305;50305;;55097;species;1
50306;50306;;55097;species;1
50307;50307;;55157;species;1
50308;50308;;55158;species;1
50309;50309;;55159;species;1
50310;50310;;55160;species;1
50311;50311;;55161;species;1
50312;50312;;55733;species;1
50313;50313;;55162;species;1
50314;50314;;55163;species;1
50315;50315;;55734;species;1
50316;50316;;55131;species;1
50317;50317;;55164;species;1
50318;50318;;55162;species;1
50319;50319;;55165;species;1
50320;50320;;55166;species;1
50321;50321;;55733;species;1
50322;50322;;55117;species;1
50323;50323;;55735;species;1
50324;50324;;55167;species;1
50325;50325;;55168;species;1
50326;50326;;55126;species;1
50327;50327;;55169;species;1
50328;50328;;55736;species;1
50329;50329;;55170;species;1
50330;50330;;55171;species;1
50331;50331;;55011;species;1
50332;50332;;55172;species;1
50333;50333;;55737;species;1
50334;50334;;55173;species;1
50335;50335;;54765;species;1
50336;50336;;55174;species;1
50337;50337;;54846;species;1
50338;50338;;55175;species;1
50339;50339;;55176;species;1
50341;50341;;55112;species;1
50342;50342;;55098;species;1
50343;50343;;55088;species;1
50344;50344;;55177;species;1
50345;50345;;54972;species;1
50346;50346;;55178;species;1
50347;50347;;55738;species;1
50348;50348;;54926;species;1
50350;50350;;54788;species;1
50352;50352;;54781;species;1
50353;50353;;55179;species;1
50355;50355;;55180;species;1
50356;50356;;54917;species;1
50357;50357;;55181;species;1
50358;50358;;55182;species;1
50360;50360;;55739;species;1
50362;50362;;55740;species;1
50363;50363;;55163;species;1
50364;50364;;55183;species;1
50365;50365;;54961;species;1
50366;50366;;55184;species;1
50367;50367;;55081;species;1
50368;50368;;55185;species;1
50370;50370;;55162;species;1
50372;50372;;54917;species;1
50373;50373;;55163;species;1
50374;50374;;54926;species;1
50375;50375;;54905;species;1
50376;50376;;54917;species;1
50377;50377;;54755;species;1
50378;50378;;55087;species;1
50379;50379;;55087;species;1
50380;50380;;55186;species;1
50381;50381;;55187;species;1
50382;50382;;55088;species;1
50383;50383;;54905;species;1
50384;50384;;55188;species;1
50386;50386;;55189;species;1
50387;50387;;54955;species;1
50389;50389;;55044;species;1
50390;50390;;55190;species;1
50391;50391;;55741;species;1
50394;50394;;54919;species;1
50397;50397;;55191;species;1
50400;50400;;54919;species;1
50403;50403;;55742;species;1
50404;50404;;55091;species;1
50405;50405;;55122;species;1
50406;50406;;55192;species;1
50407;50407;;55193;species;1
50409;50409;;55743;species;1
50411;50411;;54881;species;1
50412;50412;;55104;species;1
50414;50414;;55744;species;1
50416;50416;;55015;species;1
50418;50418;;55083;species;1
50419;50419;;55091;species;1
50420;50420;;55194;species;1
50421;50421;;55745;species;1
50422;50422;;55167;species;1
50423;50423;;55122;species;1
50425;50425;;54905;species;1
50426;50426;;54884;species;1
50427;50427;;55746;species;1
50428;50428;;54756;species;1
50429;50429;;54905;species;1
50430;50430;;55195;species;1
50431;50431;;55196;species;1
50432;50432;;52041;subspecies;1
50433;50433;;55159;species;1
50434;50434;;55144;species;1
50435;50435;;55197;species;1
50436;50436;;55198;species;1
50437;50437;;55199;species;1
50438;50438;;55200;species;1
50439;50439;;54926;species;1
50440;50440;;55201;species;1
50441;50441;;55097;species;1
50442;50442;;55095;species;1
50443;50443;;55202;species;1
50444;50444;;55203;species;1
50446;50446;;54875;species;1
50447;50447;;55204;species;1
50449;50449;;55080;species;1
50450;50450;;55205;species;1
50451;50451;;55084;species;1
50452;50452;;55747;species;1
50454;50454;;55206;species;1
50455;50455;;55207;species;1
50457;50457;;55088;species;1
50458;50458;;55208;species;1
50459;50459;;54809;species;1
50460;50460;;55209;species;1
50461;50461;;55210;species;1
50462;50462;;55008;species;1
50463;50463;;55211;species;1
50464;50464;;55748;species;1
50465;50465;;54926;species;1
50466;50466;;54980;species;1
50467;50467;;55212;species;1
50468;50468;;55213;species;1
50469;50469;;55749;species;1
50470;50470;;55126;species;1
50471;50471;;55148;species;1
50472;50472;;55750;species;1
50473;50473;;55214;species;1
50474;50474;;55163;species;1
50476;50476;;55215;species;1
50477;50477;;55216;species;1
50479;50479;;55217;species;1
50480;50480;;55187;species;1
50481;50481;;55008;species;1
50482;50482;;55218;species;1
50483;50483;;55135;species;1
50484;50484;;55219;species;1
50486;50486;;54843;species;1
50487;50487;;55220;species;1
50489;50489;;55117;species;1
50490;50490;;55221;species;1
50491;50491;;55222;species;1
50492;50492;;54925;species;1
50493;50493;;55751;species;1
50494;50494;;55223;species;1
50496;50496;;54754;species;1
50497;50497;;55224;species;1
50498;50498;;55225;species;1
50499;50499;;54916;species;1
50500;50500;;54975;species;1
50501;50501;;55226;species;1
50502;50502;;54926;species;1
50503;50503;;54892;species;1
50504;50504;;55227;species;1
50505;50505;;55225;species;1
50506;50506;;55228;species;1
50507;50507;;54867;species;1
50508;50508;;55229;species;1
50509;50509;;55230;species;1
50512;50512;;55091;species;1
50514;50514;;55232;species;1
50515;50515;;55233;species;1
50516;50516;;55179;species;1
50517;50517;;55234;species;1
50518;50518;;55164;species;1
50519;50519;;55235;species;1
50520;50520;;55236;species;1
50521;50521;;55237;species;1
50522;50522;;55238;species;1
50524;50524;;55157;species;1
50526;50526;;55110;species;1
50527;50527;;55239;species;1
50528;50528;;55240;species;1
50529;50529;;55241;species;1
50533;50533;;55243;species;1
50534;50534;;55244;species;1
50536;50536;;55245;species;1
50537;50537;;55752;species;1
50538;50538;;55246;species;1
50539;50539;;55247;species;1
50540;50540;;55753;species;1
50542;50542;;55248;species;1
50543;50543;;55754;species;1
50544;50544;;54846;species;1
50546;50546;;55700;species;1
50548;50548;;54824;species;1
50549;50549;;55249;species;1
50550;50550;;55755;species;1
50552;50552;;55756;species;1
50553;50553;;55250;species;1
50554;50554;;55757;species;1
50555;50555;;55758;species;1
50556;50556;;55146;species;1
50557;50557;;55251;species;1
50558;50558;;55252;species;1
50559;50559;;55126;species;1
50561;50561;;55253;species;1
50562;50562;;55254;species;1
50563;50563;;55197;species;1
50564;50564;;55759;species;1
50565;50565;;55170;species;1
50566;50566;;55255;species;1
50567;50567;;55256;species;1
50568;50568;;55760;species;1
50569;50569;;54853;species;1
50570;50570;;55257;species;1
50571;50571;;55761;species;1
50572;50572;;55117;species;1
50573;50573;;55258;species;
50574;50574;;55725;species;1
50576;50576;;55259;species;1
50577;50577;;55762;species;1
50578;50578;;55260;species;1
50579;50579;;55083;species;1
50581;50581;;55261;species;1
50582;50582;;54856;species;1
50583;50583;;55262;species;1
50584;50584;;55184;species;1
50585;50585;;55099;species;1
50586;50586;;55763;species;1
50587;50587;;55099;species;1
50588;50588;;55097;species;1
50589;50589;;55097;species;1
50590;50590;;55764;species;1
50591;50591;;54906;species;1
50592;50592;;55263;species;1
50593;50593;;55264;species;1
50594;50594;;55112;species;1
50595;50595;;55265;species;1
50596;50596;;55765;species;1
50597;50597;;55104;species;1
50598;50598;;55232;species;1
50599;50599;;55766;species;1
50600;50600;;55266;species;1
50601;50601;;51249;subspecies;1
50602;50602;;51155;subspecies;1
50603;50603;;55267;species;1
50604;50604;;55767;species;1
50605;50605;;55132;species;1
50606;50606;;55268;species;1
50607;50607;;55173;species;1
50608;50608;;55269;species;1
50609;50609;;55038;species;1
50611;50611;;54823;species;1
50612;50612;;55187;species;1
50613;50613;;54867;species;1
50614;50614;;54809;species;1
50615;50615;;55091;species;1
50616;50616;;55097;species;1
50617;50617;;55237;species;1
50620;50620;;55270;species;1
50622;50622;;55167;species;1
50623;50623;;55271;species;1
50624;50624;;50796;variety;1
50625;50625;;55768;species;1
50626;50626;;55769;species;1
50627;50627;;54814;species;1
50628;50628;;55770;species;1
50629;50629;;55015;species;1
