TaxonConceptID;AcceptedName;Basionym;Parent;Level;ViewID
50630;50630;;55272;species;1
50631;50631;;55273;species;1
50632;50632;;55015;species;1
50634;50634;;55274;species;1
50635;50635;;54846;species;1
50636;50636;;55159;species;1
50637;50637;;55201;species;1
50639;50639;;55101;species;1
50640;50640;;55120;species;1
50641;50641;;55275;species;1
50642;50642;;55116;species;1
50643;50643;;54765;species;1
50644;50644;;55276;species;1
50645;50645;;55044;species;1
50646;50646;;54905;species;1
50647;50647;;55126;species;1
50649;50649;;55127;species;1
50650;50650;;55133;species;1
50651;50651;;55771;species;1
50652;50652;;55277;species;1
50653;50653;;55742;species;1
50654;50654;;55156;species;1
50655;50655;;55278;species;1
50656;50656;;55205;species;1
50657;50657;;54854;species;1
50658;50658;;54972;species;1
50659;50659;;55127;species;1
50660;50660;;55279;species;1
50661;50661;;54801;species;1
50663;50663;;55280;species;1
50664;50664;;54875;species;1
50665;50665;;55068;species;1
50667;50667;;55281;species;1
50668;50668;;565;variety;1
50669;50669;;55772;species;1
50670;50670;;55226;species;1
50671;50671;;55282;species;1
50672;50672;;54875;species;1
50673;50673;;55281;species;1
50675;50675;;55283;species;1
50676;50676;;54870;species;1
50677;50677;;55284;species;1
50678;50678;;50287;variety;1
50679;50679;;55285;species;1
50680;50680;;55286;species;1
50681;50681;;51732;variety;1
50683;50683;;55008;species;1
50684;50684;;558;subspecies;1
50685;50685;;55288;species;1
50686;50686;;54981;species;1
50687;50687;;55139;species;1
50689;50689;;55289;species;1
50691;50691;;54992;species;1
50692;50692;;55280;species;1
50693;50693;;55139;species;1
50695;50695;;55100;species;1
50696;50696;;55290;species;1
50697;50697;;55283;species;1
50698;50698;;55291;species;1
50699;50699;;55773;species;1
50700;50700;;50500;variety;1
50702;50702;;55150;species;1
50703;50703;;55774;species;1
50705;50705;;55293;species;1
50707;50707;;54837;species;1
50708;50708;;54809;species;1
50710;50710;;54981;species;1
50711;50711;;54809;species;1
50712;50712;;51254;subspecies;1
50713;50713;;51072;subspecies;1
50714;50714;;54842;species;1
50715;50715;;55110;species;1
50716;50716;;55294;species;1
50717;50717;;55294;species;1
50718;50718;;54809;species;1
50719;50719;;55110;species;1
50720;50720;;54890;species;1
50721;50721;;50151;variety;1
50722;50722;;54991;species;1
50725;50725;;54916;species;1
50727;50727;;54992;species;1
50728;50728;;54985;species;1
50730;50730;;54809;species;1
50731;50731;;55001;species;1
50732;50732;;55110;species;1
50733;50733;;55294;species;1
50734;50734;;55295;species;1
50737;50737;;55104;species;1
50738;50738;;55296;species;1
50740;50740;;55297;species;1
50741;50741;;55281;species;1
50742;50742;;18;variety;1
50743;50743;;55139;species;1
50744;50744;;55139;species;1
50745;50745;;54930;species;1
50747;50747;;55298;species;1
50748;50748;;55299;species;1
50749;50749;;55776;species;1
50751;50751;;54799;species;1
50752;50752;;54809;species;1
50753;50753;;54811;species;1
50755;50755;;55300;species;1
50756;50756;;54837;species;1
50758;50758;;55292;species;1
50759;50759;;54861;species;1
50760;50760;;51885;variety;1
50761;50761;;55297;species;1
50762;50762;;54890;species;1
50764;50764;;55281;species;1
50766;50766;;344;variety;1
50767;50767;;55301;species;1
50768;50768;;54926;species;1
50769;50769;;55110;species;1
50770;50770;;55302;species;1
50771;50771;;54930;species;1
50772;50772;;54964;species;1
50773;50773;;51187;variety;1
50774;50774;;54981;species;1
50775;50775;;55303;species;1
50777;50777;;55304;species;1
50778;50778;;55305;species;1
50779;50779;;55037;species;1
50780;50780;;55045;species;1
50781;50781;;55150;species;1
50782;50782;;55306;species;1
50783;50783;;55306;species;1
50784;50784;;54963;species;1
50786;50786;;55302;species;1
50788;50788;;50421;subspecies;1
50789;50789;;55307;species;1
50790;50790;;55032;species;1
50791;50791;;55308;species;1
50793;50793;;55309;species;1
50794;50794;;55777;species;1
50795;50795;;50591;variety;1
50796;50796;;55089;species;1
50797;50797;;55310;species;1
50798;50798;;54808;species;1
50799;50799;;55015;species;1
50800;50800;;50157;variety;1
50801;50801;;50162;variety;1
50802;50802;;50467;variety;1
50803;50803;;50360;subspecies;1
50805;50805;;55095;species;1
50806;50806;;50293;variety;1
50807;50807;;171;subspecies;1
50808;50808;;54922;species;1
50809;50809;;50492;variety;1
50811;50811;;55044;species;1
50812;50812;;55311;species;1
50813;50813;;50442;subspecies;1
50814;50814;;209;subspecies;1
50815;50815;;50309;subspecies;1
50816;50816;;54853;species;1
50817;50817;;595;subspecies;1
50818;50818;;54820;species;1
50819;50819;;51368;variety;1
50820;50820;;37;subspecies;1
50821;50821;;55312;species;1
50822;50822;;55012;species;1
50823;50823;;54837;species;1
50825;50825;;54837;species;1
50826;50826;;55313;species;1
50827;50827;;55012;species;1
50828;50828;;55314;species;1
50829;50829;;54875;species;1
50830;50830;;54835;species;1
50831;50831;;55220;species;1
50832;50832;;55315;species;1
50833;50833;;55068;species;1
50835;50835;;50151;variety;1
50837;50837;;167;subspecies;1
50838;50838;;54917;species;1
50839;50839;;55743;species;1
50841;50841;;55316;species;1
50842;50842;;54807;species;1
50844;50844;;54835;species;1
50845;50845;;54837;species;1
50846;50846;;54845;species;1
50847;50847;;185;variety;1
50849;50849;;55080;species;1
50850;50850;;55751;species;1
50851;50851;;55317;species;1
50853;50853;;50329;variety;1
50856;50856;;50153;variety;1
50857;50857;;55319;species;1
50858;50858;;55281;species;1
50859;50859;;54901;species;1
50860;50860;;55213;species;1
50861;50861;;55778;species;1
50863;50863;;54906;species;1
50864;50864;;50203;subspecies;1
50865;50865;;54913;species;1
50866;50866;;54917;species;1
50867;50867;;55320;species;1
50870;50870;;55321;species;1
50872;50872;;55313;species;1
50873;50873;;54944;species;1
50874;50874;;54955;species;1
50875;50875;;54955;species;1
50876;50876;;55322;species;1
50877;50877;;55323;species;1
50878;50878;;55324;species;1
50879;50879;;54961;species;1
50880;50880;;55068;species;1
50882;50882;;55091;species;1
50883;50883;;55091;species;1
50884;50884;;55091;species;1
50886;50886;;50183;variety;1
50887;50887;;50436;subspecies;1
50889;50889;;55325;species;1
50890;50890;;55012;species;1
50892;50892;;55016;species;1
50893;50893;;55022;species;1
50894;50894;;55779;species;1
50896;50896;;55780;species;1
50897;50897;;50543;subspecies;1
50901;50901;;55781;species;1
50903;50903;;50389;variety;1
50904;50904;;55326;species;1
50905;50905;;55277;species;1
50906;50906;;55091;species;1
50908;50908;;55300;species;1
50909;50909;;54921;species;1
50910;50910;;55297;species;1
50911;50911;;55782;species;1
50912;50912;;54867;species;1
50914;50914;;55136;species;1
50916;50916;;55139;species;1
50917;50917;;55051;species;1
50918;50918;;55327;species;1
50920;50920;;55783;species;1
50922;50922;;55328;species;1
50923;50923;;55281;species;1
50925;50925;;51246;variety;1
50926;50926;;55784;species;1
50927;50927;;55008;species;1
50928;50928;;54808;species;1
50929;50929;;55100;species;1
50930;50930;;55089;species;1
50931;50931;;54809;species;1
50932;50932;;55153;species;1
50933;50933;;55785;species;1
50934;50934;;55786;species;1
50936;50936;;54892;species;1
50938;50938;;55722;species;1
50941;50941;;51250;variety;1
50942;50942;;482;variety;1
50946;50946;;55712;species;1
50948;50948;;55331;species;1
50949;50949;;55743;species;1
50950;50950;;54809;species;1
50952;50952;;55302;species;1
50953;50953;;55138;species;1
50954;50954;;55332;species;1
50959;50959;;55333;species;1
50960;50960;;51254;subspecies;1
50961;50961;;55280;species;1
50962;50962;;55334;species;1
50963;50963;;55335;species;1
50964;50964;;55097;species;1
50965;54711;;51255;subspecies;1
50968;50968;;54809;species;1
50969;50969;;55300;species;1
50970;50970;;55787;species;1
50971;50971;;54837;species;1
50972;50972;;51224;variety;1
50975;50975;;55712;species;1
50978;50978;;54881;species;1
50979;50979;;54890;species;1
50980;50980;;55336;species;1
50982;50982;;55297;species;1
50983;50983;;55297;species;1
50984;50984;;51197;variety;1
50985;50985;;55337;species;1
50986;50986;;54902;species;1
50987;50987;;50502;variety;1
50988;50988;;55338;species;1
50989;50989;;55272;species;1
50990;50990;;55322;species;1
50991;50991;;54956;species;1
50992;50992;;55339;species;1
50993;50993;;55744;species;1
50996;50996;;54984;species;1
50998;50998;;55000;species;1
50999;50999;;55000;species;1
51000;51000;;55340;species;1
51002;51002;;55341;species;1
51004;51004;;55342;species;1
51005;51005;;55045;species;1
51006;51006;;54809;species;1
51008;51008;;55293;species;1
51010;51010;;55265;species;1
51011;51011;;55343;species;1
51012;51012;;55152;species;1
51013;51013;;55290;species;1
51014;51014;;55300;species;1
51015;51015;;54867;species;1
51016;51016;;55297;species;1
51017;51017;;55789;species;1
51019;51019;;55008;species;1
51020;51020;;55211;species;1
51021;51021;;55226;species;1
51022;51022;;55790;species;1
51024;51024;;55139;species;1
51025;51025;;54808;species;1
51028;51028;;55280;species;1
51029;51029;;55775;species;1
51031;51031;;55344;species;1
51033;51033;;55016;species;1
51034;51034;;54809;species;1
51035;51035;;55281;species;1
51037;51037;;55321;species;1
51038;51038;;55345;species;1
51039;51039;;55791;species;1
51040;51040;;55110;species;1
51041;51041;;55281;species;1
51043;51043;;54890;species;1
51045;51045;;55008;species;1
51046;51046;;55281;species;1
51047;51047;;55136;species;1
51050;51050;;55776;species;1
51054;51054;;55792;species;1
51056;51056;;54808;species;1
51057;51057;;55008;species;1
51060;51060;;55347;species;1
51061;51061;;54809;species;1
51062;51062;;55348;species;1
51064;51064;;55793;species;1
51065;51065;;55290;species;1
51066;51066;;55297;species;1
51067;51067;;55024;species;1
51068;51068;;55281;species;1
51069;51069;;55349;species;1
51070;51070;;55290;species;1
51071;51071;;55290;species;1
51072;51072;;55139;species;1
51074;51074;;54839;species;1
51075;51075;;54842;species;1
51076;51076;;54919;species;1
51078;51078;;55351;species;1
51079;51079;;55286;species;1
51080;51080;;55232;species;1
51081;51081;;55297;species;1
51083;51083;;55283;species;1
51084;51084;;55100;species;1
51085;51085;;55352;species;1
51086;51086;;55353;species;1
51087;51087;;55000;species;1
51088;51088;;55008;species;1
51089;51089;;55008;species;1
51090;51090;;55016;species;1
51091;51091;;55024;species;1
51092;51092;;55147;species;1
51093;51093;;55139;species;1
51094;51094;;55152;species;1
51095;51095;;51543;subspecies;1
51097;51097;;55345;species;1
51099;51099;;55136;species;1
51100;51100;;55211;species;1
51102;51102;;55290;species;1
51103;51103;;51068;variety;1
51106;51106;;50500;variety;1
51107;51107;;55110;species;1
51108;51108;;55354;species;1
51109;51109;;55136;species;1
51111;51111;;54837;species;1
51112;51112;;54837;species;1
51114;51114;;55345;species;1
51115;51115;;55355;species;1
51116;51116;;54916;species;1
51117;51117;;55356;species;1
51118;51118;;55321;species;1
51119;51119;;55357;species;1
51120;51120;;54961;species;1
51122;51122;;55046;species;1
51123;51123;;55097;species;1
51124;51124;;55767;species;1
51125;51125;;55266;species;1
51126;51126;;55232;species;1
51127;51127;;55358;species;1
51128;51128;;54818;species;1
51130;51130;;54818;species;1
51131;51131;;55359;species;1
51132;51132;;55263;species;1
51133;51133;;55360;species;1
51135;51135;;55361;species;1
51136;51136;;55277;species;1
51137;51137;;55362;species;1
51138;51138;;55363;species;1
51139;51139;;55107;species;1
51140;51140;;55364;species;1
51142;51142;;55794;species;1
51143;51143;;55365;species;1
51146;51146;;55366;species;1
51147;51147;;55206;species;1
51148;51148;;55367;species;1
51149;51149;;54944;species;1
51150;51150;;55795;species;1
51151;51151;;55258;species;1
51153;51153;;55230;species;1
51154;51154;;55232;species;1
51155;51155;;55104;species;1
51156;51156;;55368;species;1
51157;51157;;55258;species;1
51158;51158;;55725;species;1
51159;51159;;55796;species;1
51160;51160;;55232;species;1
51161;51161;;55258;species;1
51164;51164;;55797;species;1
51165;51165;;55232;species;1
51166;51166;;55369;species;1
51167;51167;;55798;species;1
51168;51168;;55368;species;1
51169;51169;;55097;species;1
51170;51170;;55370;species;1
51171;51171;;55240;species;1
51172;51172;;54881;species;1
51174;51174;;55310;species;1
51175;51175;;55233;species;1
51178;51178;;54892;species;1
51179;51179;;54757;species;1
51180;51180;;54991;species;1
51182;51182;;54877;species;1
51183;51183;;55281;species;1
51184;51184;;55371;species;1
51186;51186;;55265;species;1
51187;51187;;54972;species;1
51188;51188;;55082;species;1
51189;51189;;55372;species;1
51190;51190;;55372;species;1
51191;51191;;55044;species;1
51194;51194;;54756;species;1
51195;51195;;55225;species;1
51196;51196;;55097;species;1
51197;51197;;54890;species;1
51198;51198;;55743;species;1
51199;51199;;54819;species;1
51200;51200;;55373;species;1
51201;51201;;55097;species;1
51202;51202;;55097;species;1
51203;51203;;54811;species;1
51205;51205;;55374;species;1
51206;51206;;55375;species;1
51207;51207;;55227;species;1
51208;51208;;54847;species;1
51210;51210;;55799;species;1
51211;51211;;54875;species;1
51212;51212;;55800;species;1
51213;51213;;54809;species;1
51214;51214;;55082;species;1
51215;51215;;55083;species;1
51218;51218;;54769;species;1
51219;51219;;54804;species;1
51220;51220;;54818;species;1
51222;51222;;54837;species;1
51224;51224;;55138;species;1
51227;51227;;55281;species;1
51228;51228;;55061;species;1
51231;51231;;54724;subspecies;1
51235;51235;;55133;species;1
51238;51238;;55774;species;1
51241;51241;;55377;species;1
51243;51243;;54799;species;1
51245;51245;;55318;species;1
51246;51246;;54881;species;1
51247;51247;;55793;species;1
51248;51248;;55281;species;1
51249;51249;;55104;species;1
51250;51250;;55330;species;1
51251;51251;;55378;species;1
51252;51252;;54992;species;1
51253;51253;;55000;species;1
51254;51254;;55139;species;1
51255;51255;;55776;species;1
51257;51257;;54809;species;1
51259;51259;;55232;species;1
51260;51260;;54933;species;1
51261;51261;;55196;species;1
51262;51262;;55024;species;1
51263;51263;;55379;species;1
51265;51265;;54754;species;1
51266;51266;;54756;species;1
51267;51267;;54779;species;1
51268;51268;;54782;species;1
51269;51269;;54784;species;1
51270;51270;;54788;species;1
51271;51271;;54788;species;1
51272;51272;;55380;species;1
51273;51273;;55068;species;1
51274;51274;;54875;species;1
51275;51275;;54875;species;1
51276;51276;;54881;species;1
51277;51277;;54881;species;1
51278;51278;;55381;species;1
51279;51279;;54901;species;1
51280;51280;;54905;species;1
51281;51281;;54912;species;1
51282;51282;;54912;species;1
51283;51283;;54917;species;1
51284;51284;;54917;species;1
51285;51285;;55382;species;1
51286;51286;;55383;species;1
51287;51287;;55384;species;1
51288;51288;;55801;species;1
51289;51289;;54913;species;1
51290;51290;;55015;species;1
51292;51292;;55385;species;1
51294;51294;;55386;species;1
51295;51295;;54796;species;1
51296;51296;;55387;species;1
51297;51297;;54783;species;1
51298;51298;;55388;species;1
51299;51299;;54779;species;1
51300;51300;;54788;species;1
51301;51301;;55389;species;1
51302;51302;;54912;species;1
51303;51303;;54913;species;1
51306;51306;;55390;species;1
51307;51307;;54765;species;1
51308;51308;;55391;species;1
51309;51309;;55391;species;1
51310;51310;;55391;species;1
51311;51311;;55392;species;1
51312;51312;;54913;species;1
51313;51313;;55393;species;1
51314;51314;;50239;subspecies;1
51316;51316;;55394;species;1
51317;51317;;55027;species;1
51318;51318;;55712;species;1
51319;51319;;55395;species;1
51320;51320;;55087;species;1
51321;51321;;54754;species;1
51322;51322;;54862;species;1
51323;51323;;54835;species;1
51324;51324;;54986;species;1
51325;51325;;54944;species;1
51326;51326;;54972;species;1
51327;51327;;55802;species;1
51329;51329;;54835;species;1
51330;51330;;55396;species;1
51333;51333;;54796;species;1
51334;51334;;54917;species;1
51335;51335;;54755;species;1
51336;51336;;54900;species;1
51338;51338;;55760;species;1
51339;51339;;55022;species;1
51340;51340;;55206;species;1
51341;51341;;54875;species;1
51342;51342;;54835;species;1
51345;51345;;55397;species;1
51346;51346;;55398;species;1
51347;51347;;55399;species;1
51348;51348;;55712;species;1
51350;51350;;55400;species;1
51352;51352;;55803;species;1
51353;51353;;54972;species;1
51354;51354;;55218;species;1
51355;51355;;55281;species;1
51356;51356;;55401;species;1
51357;51357;;54796;species;1
51358;51358;;55402;species;1
51359;51359;;51361;subspecies;1
51361;51361;;54847;species;1
51362;51362;;55804;species;1
51363;51363;;55185;species;1
51364;51364;;55403;species;1
51366;51366;;55029;species;1
51367;51367;;54824;species;1
51368;51368;;54881;species;1
51369;51369;;55404;species;1
51370;51370;;55405;species;1
51372;51372;;55044;species;1
51374;51374;;55370;species;1
51375;51375;;55721;species;1
51378;51378;;55406;species;1
51379;51379;;54881;species;1
51380;51380;;54917;species;1
51381;51381;;54917;species;1
51382;51382;;55399;species;1
51383;51383;;55400;species;1
51384;51384;;55716;species;1
51386;51386;;55047;species;1
51387;51387;;55407;species;1
51388;51388;;55390;species;1
51390;51390;;54944;species;1
51391;51391;;55408;species;1
51392;51392;;54801;species;1
51393;51393;;54845;species;1
51394;51394;;54846;species;1
51395;51395;;55309;species;1
51397;51397;;55127;species;1
51398;51398;;380;subspecies;1
51400;51400;;55409;species;1
51401;51401;;54900;species;1
51402;51402;;55410;species;1
51403;51403;;54991;species;1
51404;51404;;55411;species;1
51405;51405;;55118;species;1
51406;51406;;55080;species;1
51408;51408;;55412;species;1
51409;51409;;55398;species;1
51410;51410;;55805;species;1
51411;51411;;55098;species;1
51413;51413;;55402;species;1
51414;51414;;55399;species;1
51416;51416;;54847;species;1
51417;51417;;55411;species;1
51418;51418;;54853;species;1
51420;51420;;55806;species;1
51421;51421;;55022;species;1
51422;51422;;55807;species;1
51423;51423;;54905;species;1
51425;51425;;55391;species;1
51426;51426;;55044;species;1
51428;51428;;52015;variety;1
51430;51430;;54983;species;1
51431;51431;;55413;species;1
51432;51432;;55808;species;1
51433;51433;;55400;species;1
51434;51434;;55413;species;1
51435;51435;;54918;species;1
51436;51436;;54922;species;1
51438;51438;;55022;species;1
51439;51439;;55414;species;1
51442;51442;;54854;species;1
51443;51443;;54847;species;1
51445;51445;;55397;species;1
51446;51446;;54881;species;1
51447;51447;;55415;species;1
51449;51449;;55144;species;1
51450;51450;;283;subspecies;1
51452;51452;;55015;species;1
51453;51453;;54755;species;1
51454;51454;;55015;species;1
51455;51455;;55157;species;1
51456;51456;;55809;species;1
51457;51457;;55389;species;1
51458;51458;;55144;species;1
51459;51459;;54900;species;1
51460;51460;;55416;species;1
51461;51461;;54814;species;1
51462;51462;;52052;variety;1
51463;51463;;55275;species;1
51465;51465;;54912;species;1
51466;51466;;55237;species;1
51467;51467;;55810;species;1
51468;51468;;55029;species;1
51469;51469;;54919;species;1
51470;51470;;55417;species;1
51472;51472;;55418;species;1
51473;51473;;55419;species;1
51476;51476;;55382;species;1
51477;51477;;55420;species;1
51478;51478;;54912;species;1
51479;51479;;55421;species;1
51480;51480;;55715;species;1
51481;51481;;54922;species;1
51482;51482;;55011;species;1
51483;51483;;55422;species;1
51484;51484;;55080;species;1
51485;51485;;55423;species;1
51488;51488;;55022;species;1
51490;51490;;55038;species;1
51491;51491;;55237;species;1
51492;51492;;55402;species;1
51493;51493;;55404;species;1
51494;51494;;54881;species;1
51495;51495;;55029;species;1
51496;51496;;55051;species;1
51497;51497;;55424;species;1
51498;51498;;55421;species;1
51499;51499;;54945;species;1
51500;51500;;55425;species;1
51501;51501;;54788;species;1
51502;51502;;54847;species;1
51507;51507;;55426;species;1
51508;51508;;55427;species;1
51509;51509;;55428;species;1
51510;51510;;55389;species;1
51511;51511;;55206;species;1
51512;51512;;55391;species;1
51514;51514;;54853;species;1
51515;51515;;54905;species;1
51516;51516;;54917;species;1
51517;51517;;54756;species;1
51518;51518;;54845;species;1
51519;51519;;55091;species;1
51521;51521;;55429;species;1
51522;51522;;55225;species;1
51523;51523;;55029;species;1
51524;51524;;55430;species;1
51525;51525;;54878;species;1
51527;51527;;55431;species;1
51529;51529;;54875;species;1
51531;51531;;54875;species;1
51532;51532;;54912;species;1
51533;51533;;55432;species;1
51534;51534;;54909;species;1
51535;51535;;50423;variety;1
51538;51538;;54845;species;1
51539;51539;;54754;species;1
51540;51540;;54769;species;1
51541;51541;;55334;species;1
51542;51542;;54875;species;1
51543;51543;;54912;species;1
51545;51545;;55433;species;1
51546;51546;;54912;species;1
51547;51547;;54811;species;1
51548;51548;;55405;species;1
51550;51550;;54811;species;1
51552;51552;;54921;species;1
51554;51554;;55434;species;1
51556;51556;;55435;species;1
51558;51558;;55436;species;1
51559;51559;;55437;species;1
51560;51560;;54909;species;1
51561;51561;;54912;species;1
51562;51562;;54912;species;1
51565;51565;;55439;species;1
51566;51566;;54956;species;1
51567;51567;;55091;species;1
51568;51568;;55440;species;1
51569;51569;;55441;species;1
51570;51570;;55047;species;1
51571;51571;;55442;species;1
51572;51572;;54972;species;1
51573;51573;;54983;species;1
51574;51574;;55811;species;1
51575;51575;;55812;species;1
51577;51577;;55022;species;1
51578;51578;;54912;species;1
51579;51579;;55813;species;1
51581;51581;;55156;species;1
51583;51583;;55443;species;1
51585;51585;;54881;species;1
51586;51586;;55117;species;1
51587;51587;;54881;species;1
51588;51588;;54769;species;1
51589;51589;;55444;species;1
51590;51590;;55445;species;1
51592;51592;;55044;species;1
51595;51595;;55814;species;1
51596;51596;;55414;species;1
51597;51597;;54881;species;1
51598;51598;;55202;species;1
51599;51599;;55181;species;1
51600;51600;;54917;species;1
51601;51601;;54881;species;1
51602;51602;;55030;species;1
51603;51603;;55391;species;1
51605;51605;;55446;species;1
51606;51606;;55815;species;1
51607;51607;;54913;species;1
51608;51608;;55128;species;1
51609;51609;;54875;species;1
51610;51610;;55191;species;1
51611;51611;;55701;species;1
51612;51612;;55447;species;1
51613;51613;;55810;species;1
51615;51615;;54755;species;1
51616;51616;;54917;species;1
51617;51617;;55448;species;1
51618;51618;;55206;species;1
51619;51619;;55032;species;1
51620;51620;;54926;species;1
51621;51621;;55316;species;1
51622;51622;;55386;species;1
51623;51623;;55185;species;1
51624;51624;;54926;species;1
51625;51625;;55030;species;1
51626;51626;;55816;species;1
51627;51627;;54756;species;1
51628;51628;;55447;species;1
51629;51629;;54796;species;1
51630;51630;;54845;species;1
51631;51631;;55449;species;1
51632;51632;;55817;species;1
51633;51633;;55450;species;1
51634;51634;;55451;species;1
51635;51635;;55452;species;1
51636;51636;;55068;species;1
51638;51638;;55453;species;1
51639;51639;;54754;species;1
51640;51640;;55454;species;1
51641;51641;;55011;species;1
51642;51642;;55818;species;1
51643;51643;;55819;species;1
51644;51644;;55126;species;1
51645;51645;;55438;species;1
51646;51646;;55391;species;1
51647;51647;;54881;species;1
51648;51648;;55225;species;1
51650;51650;;55415;species;1
51652;51652;;55455;species;1
51654;51654;;55118;species;1
51655;51655;;54793;species;1
51656;51656;;54845;species;1
51657;51657;;54884;species;1
51658;51658;;55820;species;1
51661;51661;;55821;species;1
51662;51662;;54972;species;1
51663;51663;;55015;species;1
51664;51664;;54900;species;1
51665;51665;;54944;species;1
51666;51666;;54881;species;1
51667;51667;;55277;species;1
51669;51669;;55822;species;1
51670;51670;;55456;species;1
51672;51672;;54853;species;1
51673;51673;;55457;species;1
51674;51674;;54938;species;1
51675;51675;;55099;species;1
51676;51676;;55823;species;1
51677;51677;;55788;species;1
51678;51678;;54837;species;1
51679;51679;;54853;species;1
51680;51680;;55458;species;1
51681;51681;;55459;species;1
51682;51682;;55460;species;1
51683;51683;;54769;species;1
51684;51684;;55461;species;1
51685;51685;;55088;species;1
51686;51686;;55824;species;1
51687;51687;;54918;species;1
51689;51689;;54896;species;1
51690;51690;;55220;species;1
51691;51691;;55206;species;1
51692;51692;;54828;species;1
51693;51693;;55825;species;1
51694;51694;;55462;species;1
51697;51697;;54835;species;1
51698;51698;;55463;species;1
51699;51699;;54884;species;1
51700;51700;;55087;species;1
51701;51701;;55456;species;1
51703;51703;;55779;species;1
51705;51705;;54762;species;1
51709;51709;;54854;species;1
51711;51711;;55187;species;1
51712;51712;;55464;species;1
51713;51713;;55087;species;1
51714;51714;;54756;species;1
51716;51716;;55465;species;1
51717;51717;;54845;species;1
51718;51718;;55394;species;1
51719;51719;;55142;species;1
51720;51720;;55466;species;1
51723;51723;;54982;species;1
51724;51724;;55467;species;1
51726;51726;;54842;species;1
51727;51727;;55099;species;1
51728;51728;;55146;species;1
51730;51730;;55104;species;1
51731;51731;;55148;species;1
51732;51732;;55287;species;1
51733;51733;;55044;species;1
51735;51735;;55120;species;1
51736;51736;;55422;species;1
51739;51739;;55468;species;1
51740;51740;;55097;species;1
51741;51741;;54961;species;1
51742;51742;;55704;species;1
51743;51743;;55469;species;1
51744;51744;;55320;species;1
51745;51745;;55091;species;1
51746;51746;;55470;species;1
51747;51747;;55456;species;1
51749;51749;;55471;species;1
51750;51750;;55472;species;1
51751;51751;;55394;species;1
51752;51752;;55473;species;1
51753;51753;;55429;species;1
51755;51755;;54884;species;1
51757;51757;;54853;species;1
51758;51758;;54788;species;1
51759;51759;;55124;species;1
51760;51760;;54884;species;1
51761;51761;;54884;species;1
51762;51762;;55236;species;1
51763;51763;;55374;species;1
51766;51766;;55044;species;1
51767;51767;;55128;species;1
51768;51768;;55380;species;1
51769;51769;;55011;species;1
51770;51770;;55474;species;1
51771;51771;;55016;species;1
51772;51772;;54788;species;1
51773;51773;;55475;species;1
51774;51774;;54819;species;1
51776;51776;;55712;species;1
51778;51778;;55314;species;1
51779;51779;;55399;species;1
51780;51780;;55476;species;1
51781;51781;;54983;species;1
51782;51782;;54986;species;1
51783;51783;;54988;complex;1
51784;51784;;55325;species;1
51785;51785;;55015;species;1
51786;51786;;55022;species;1
51787;51787;;54755;species;1
51789;51789;;54755;species;1
51790;51790;;14;variety;1
51791;51791;;54784;species;1
51792;51792;;50386;subspecies;1
51793;51793;;55171;species;1
51794;51794;;54900;species;1
51796;51796;;55185;species;1
51797;51797;;55795;species;1
51798;51798;;55826;species;1
51799;51799;;55400;species;1
51801;51801;;54794;species;1
51802;51802;;55402;species;1
51803;51803;;54881;species;1
51804;51804;;54913;species;1
51805;51805;;54918;species;1
51807;51807;;55827;species;1
51808;51808;;55312;species;1
51809;51809;;55828;species;1
51810;51810;;54905;species;1
51811;51811;;54912;species;1
51812;51812;;54755;species;1
51813;51813;;55477;species;1
51815;51815;;51622;variety;1
51816;51816;;55386;species;1
51817;51817;;55438;species;1
51818;51818;;55399;species;1
51819;51819;;55478;species;1
51820;51820;;55479;species;1
51821;51821;;55480;species;1
51822;51822;;51667;variety;1
51823;51823;;54755;species;1
51824;51824;;51453;subspecies;1
51825;51825;;55779;species;1
51827;51827;;54788;species;1
51829;51829;;55205;species;1
51830;51830;;51308;variety;1
51831;51831;;54845;species;1
51833;51833;;55370;species;1
51834;51834;;55156;species;1
51835;51835;;55747;species;1
51839;51839;;54917;species;1
51840;51840;;55438;species;1
51842;51842;;55829;species;1
51843;51843;;55421;species;1
51844;51844;;52052;variety;1
51845;51845;;55405;species;1
51847;51847;;55127;species;1
51848;51848;;55795;species;1
51850;51850;;55202;species;1
51851;51851;;55482;species;1
51852;51852;;54994;species;1
51853;51853;;54994;species;1
51854;51854;;471;subspecies;1
51856;51856;;55187;species;1
51857;51857;;55029;species;1
51858;51858;;50642;subspecies;1
51859;51859;;50470;variety;1
51861;51861;;51667;variety;1
51862;51862;;14;variety;1
51863;51863;;54781;species;1
51864;51864;;54788;species;1
51865;51865;;55456;species;1
51866;51866;;55484;species;1
51867;51867;;55485;species;1
51868;51868;;55486;species;1
51869;51869;;54779;species;1
51870;51870;;55831;species;1
51871;51871;;55487;species;1
51874;51874;;55206;species;1
51875;51875;;126;variety;1
51878;51878;;55181;species;1
51879;51879;;54845;species;1
51880;51880;;54845;species;1
51881;51881;;55463;species;1
51882;51882;;55431;species;1
51883;51883;;52190;variety;1
51885;51885;;54862;species;1
51886;51886;;55488;species;1
51887;51887;;55489;species;1
51888;51888;;55489;species;1
51889;51889;;55832;species;1
51890;51890;;55833;species;1
51891;51891;;55490;species;1
51893;51893;;55491;species;1
51895;51895;;54875;species;1
51896;51896;;54875;species;1
51898;51898;;55268;species;1
51899;51899;;55492;species;1
